Data_type,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: Local Government Debt Outstanding: Anhui: Hefei,China,Hefei,"Annual, ending ""Dec"" of each year",RMB mn,Hefei Municipal Bureau of Statistics,Active,477091767 (CFBCKG),SR163595987,,,,2016,2021,18/08/2022,,,99885.277,762867698.071,27620.060,1.591,1.843,0.277,81089.390,150123.660,85646.055,6,,,,,,,,,,,,,,,,,,81089.390,82287.960,83665.000,87627.110,114518.540,150123.660,
CN: Local Government Debt Outstanding: Anhui: Wuhu,China,Wuhu,"Annual, ending ""Dec"" of each year",RMB mn,Wuhu Municipal Bureau of Statistics,Active,477091777 (CFBCKH),SR163595997,,,,2019,2021,18/08/2022,,,81601.937,93587001.068,9674.037,0.671,,0.119,72751.500,91929.640,80124.670,3,,,,,,,,,,,,,,,,,,,,,72751.500,80124.670,91929.640,
CN: Local Government Debt Outstanding: Anhui: Bengbu,China,Bengbu,"Annual, ending ""Dec"" of each year",RMB mn,Bengbu Municipal Bureau of Statistics,Active,477091787 (CFBCKI),SR163596007,,,,2019,2021,18/08/2022,,,45528.370,101210018.552,10060.319,0.005,,0.221,35473.240,55593.870,45518.000,3,,,,,,,,,,,,,,,,,,,,,35473.240,45518.000,55593.870,
CN: Local Government Debt Outstanding: Anhui: Huainan,China,Huainan,"Annual, ending ""Dec"" of each year",RMB mn,Huainan Municipal Bureau of Statistics,Active,477091797 (CFBCKJ),SR163596017,,,,2019,2021,18/08/2022,,,32151.777,28135278.185,5304.270,0.127,,0.165,26924.070,37529.430,32001.830,3,,,,,,,,,,,,,,,,,,,,,26924.070,32001.830,37529.430,
CN: Local Government Debt Outstanding: Anhui: Maanshan,China,Maanshan,"Annual, ending ""Dec"" of each year",RMB mn,Maanshan Municipal Bureau of Statistics,Active,477091807 (CFBCKK),SR163596027,,,,2019,2021,18/08/2022,,,44501.453,250943430.215,15841.194,1.514,,0.356,32819.370,62532.250,38152.740,3,,,,,,,,,,,,,,,,,,,,,32819.370,38152.740,62532.250,
CN: Local Government Debt Outstanding: Anhui: Huaibei,China,Huaibei,"Annual, ending ""Dec"" of each year",RMB mn,Huaibei Municipal Bureau of Statistics,Active,477091817 (CFBCKL),SR163596037,,,,2019,2021,18/08/2022,,,17715.257,10317136.951,3212.030,0.500,,0.181,14699.040,21092.580,17354.150,3,,,,,,,,,,,,,,,,,,,,,14699.040,17354.150,21092.580,
CN: Local Government Debt Outstanding: Anhui: Tongling,China,Tongling,"Annual, ending ""Dec"" of each year",RMB mn,Tongling Municipal Bureau of Statistics,Active,477091827 (CFBCKM),SR163596047,,,,2019,2021,18/08/2022,,,32454.410,10257963.925,3202.806,0.120,,0.099,29295.200,35699.100,32368.930,3,,,,,,,,,,,,,,,,,,,,,29295.200,32368.930,35699.100,
CN: Local Government Debt Outstanding: Anhui: Anqing,China,Anqing,"Annual, ending ""Dec"" of each year",RMB mn,Anqing Municipal Bureau of Statistics,Active,477091837 (CFBCKN),SR163596057,,,,2019,2021,18/08/2022,,,59150.413,111676738.030,10567.722,-0.182,,0.179,48375.130,69497.560,59578.550,3,,,,,,,,,,,,,,,,,,,,,48375.130,59578.550,69497.560,
CN: Local Government Debt Outstanding: Anhui: Huangshan,China,Huangshan,"Annual, ending ""Dec"" of each year",RMB mn,Huangshan Municipal Bureau of Statistics,Active,477091847 (CFBCKO),SR163596067,,,,2019,2021,18/08/2022,,,26125.740,25247683.692,5024.707,0.496,,0.192,21405.070,31407.400,25564.750,3,,,,,,,,,,,,,,,,,,,,,21405.070,25564.750,31407.400,
CN: Local Government Debt Outstanding: Anhui: Chuzhou,China,Chuzhou,"Annual, ending ""Dec"" of each year",RMB mn,Chuzhou Municipal Bureau of Statistics,Active,477091857 (CFBCKP),SR163596077,,,,2019,2021,18/08/2022,,,71890.327,244204059.815,15627.030,-0.347,,0.217,55692.550,86876.020,73102.410,3,,,,,,,,,,,,,,,,,,,,,55692.550,73102.410,86876.020,
CN: Local Government Debt Outstanding: Anhui: Fuyang,China,Fuyang,"Annual, ending ""Dec"" of each year",RMB mn,Fuyang Municipal Bureau of Statistics,Active,477091867 (CFBCKQ),SR163596087,,,,2019,2021,18/08/2022,,,112529.510,293136295.666,17121.224,-0.070,,0.152,95276.680,129516.020,112795.830,3,,,,,,,,,,,,,,,,,,,,,95276.680,112795.830,129516.020,
CN: Local Government Debt Outstanding: Anhui: Suzhou,China,Suzhou,"Annual, ending ""Dec"" of each year",RMB mn,Su zhou Municipal Bureau of Statistics,Active,477091877 (CFBCKR),SR163596097,,,,2019,2021,18/08/2022,,,56476.603,101830630.423,10091.116,-0.022,,0.179,46360.780,66542.830,56526.200,3,,,,,,,,,,,,,,,,,,,,,46360.780,56526.200,66542.830,
CN: Local Government Debt Outstanding: Anhui: Lu'an,China,Lu'an,"Annual, ending ""Dec"" of each year",RMB mn,Lu'an Municipal Bureau of Statistics,Active,477091887 (CFBCKS),SR163596107,,,,2019,2021,18/08/2022,,,70710.017,144901597.342,12037.508,0.085,,0.170,58788.070,82859.850,70482.130,3,,,,,,,,,,,,,,,,,,,,,58788.070,70482.130,82859.850,
CN: Local Government Debt Outstanding: Anhui: Bozhou,China,Bozhou,"Annual, ending ""Dec"" of each year",RMB mn,Bozhou Municipal Bureau of Statistics,Active,477091897 (CFBCKT),SR163596117,,,,2019,2021,18/08/2022,,,62447.430,96991167.440,9848.409,0.320,,0.158,52969.700,72628.780,61743.810,3,,,,,,,,,,,,,,,,,,,,,52969.700,61743.810,72628.780,
CN: Local Government Debt Outstanding: Anhui: Chizhou,China,Chizhou,"Annual, ending ""Dec"" of each year",RMB mn,Chizhou Municipal Bureau of Statistics,Active,477091907 (CFBCKU),SR163596127,,,,2019,2021,18/08/2022,,,26381.623,4347327.718,2085.025,1.706,,0.079,25059.950,28785.220,25299.700,3,,,,,,,,,,,,,,,,,,,,,25059.950,25299.700,28785.220,
CN: Local Government Debt Outstanding: Anhui: Xuancheng,China,Xuancheng,"Annual, ending ""Dec"" of each year",RMB mn,Xuancheng Municipal Bureau of Statistics,Active,477091917 (CFBCKV),SR163596137,,,,2019,2021,18/08/2022,,,45834.007,56419080.435,7511.264,0.349,,0.164,38632.620,53620.880,45248.520,3,,,,,,,,,,,,,,,,,,,,,38632.620,45248.520,53620.880,
CN: Local Government Debt Outstanding: Fujian: Fuzhou,China,Fuzhou,"Annual, ending ""Dec"" of each year",RMB mn,Fuzhou Municipal Bureau of Statistics,Active,477091927 (CFBCKW),SR163596147,,,,2016,2021,18/08/2022,,,104751.737,1213720283.381,34838.489,0.683,-0.774,0.333,67802.970,158793.000,97272.234,6,,,,,,,,,,,,,,,,,,67802.970,77134.381,85894.621,108649.848,130235.604,158793.000,
CN: Local Government Debt Outstanding: Fujian: Xiamen,China,Xiamen,"Annual, ending ""Dec"" of each year",RMB mn,Xiamen Municipal Bureau of Statistics,Active,477091937 (CFBCKX),SR163596157,,,,2020,2021,18/08/2022,,,126909.500,493576780.500,22216.588,,,0.175,111200.000,142619.000,126909.500,2,,,,,,,,,,,,,,,,,,,,,,111200.000,142619.000,
CN: Local Government Debt Outstanding: Fujian: Putian,China,Putian,"Annual, ending ""Dec"" of each year",RMB mn,Putian Municipal Bureau of Statistics,Active,477091947 (CFBCKY),SR163596167,,,,2021,2021,18/08/2022,,,85573.000,NaN,NaN,,,NaN,85573.000,85573.000,85573.000,1,,,,,,,,,,,,,,,,,,,,,,,85573.000,
CN: Local Government Debt Outstanding: Fujian: Sanming,China,Sanming,"Annual, ending ""Dec"" of each year",RMB mn,Sanming Municipal Bureau of Statistics,Active,477091957 (CFBCKZ),SR163596177,,,,2021,2021,18/08/2022,,,69659.000,NaN,NaN,,,NaN,69659.000,69659.000,69659.000,1,,,,,,,,,,,,,,,,,,,,,,,69659.000,
CN: Local Government Debt Outstanding: Fujian: Quanzhou,China,Quanzhou,"Annual, ending ""Dec"" of each year",RMB mn,Quanzhou Municipal Bureau of Statistics,Active,477091967 (CFBCLA),SR163596187,,,,2017,2021,18/08/2022,,,148292.878,589994649.791,24289.805,1.120,1.110,0.164,124542.170,186567.000,143505.110,5,,,,,,,,,,,,,,,,,,,124542.170,132008.840,143505.110,154841.270,186567.000,
CN: Local Government Debt Outstanding: Fujian: Zhangzhou,China,Zhangzhou,"Annual, ending ""Dec"" of each year",RMB mn,Zhangzhou Municipal Bureau of Statistics,Active,477091977 (CFBCLB),SR163596197,,,,2021,2021,18/08/2022,,,94196.000,NaN,NaN,,,NaN,94196.000,94196.000,94196.000,1,,,,,,,,,,,,,,,,,,,,,,,94196.000,
CN: Local Government Debt Outstanding: Fujian: Nanping,China,Nanping,"Annual, ending ""Dec"" of each year",RMB mn,Nanping Municipal Bureau of Statistics,Active,477091987 (CFBCLC),SR163596207,,,,2021,2021,18/08/2022,,,58093.000,NaN,NaN,,,NaN,58093.000,58093.000,58093.000,1,,,,,,,,,,,,,,,,,,,,,,,58093.000,
CN: Local Government Debt Outstanding: Fujian: Longyan,China,Longyan,"Annual, ending ""Dec"" of each year",RMB mn,Longyan Municipal Bureau of Statistics,Active,477091997 (CFBCLD),SR163596217,,,,2021,2021,18/08/2022,,,87780.000,NaN,NaN,,,NaN,87780.000,87780.000,87780.000,1,,,,,,,,,,,,,,,,,,,,,,,87780.000,
CN: Local Government Debt Outstanding: Fujian: Ningde,China,Ningde,"Annual, ending ""Dec"" of each year",RMB mn,Ningde Municipal Bureau of Statistics,Active,477092007 (CFBCLE),SR163596227,,,,2021,2021,18/08/2022,,,67337.000,NaN,NaN,,,NaN,67337.000,67337.000,67337.000,1,,,,,,,,,,,,,,,,,,,,,,,67337.000,
CN: Local Government Debt Outstanding: Jiangxi: Nanchang,China,Nanchang,"Annual, ending ""Dec"" of each year",RMB mn,Nanchang Municipal Bureau of Statistics,Active,477092017 (CFBCLF),SR163596237,,,,2018,2021,28/10/2022,,,102751.750,794542771.583,28187.635,0.527,-2.338,0.274,75935.000,137556.000,98758.000,4,,,,,,,,,,,,,,,,,,,,75935.000,84245.000,113271.000,137556.000,
CN: Local Government Debt Outstanding: Jiangxi: Jingdezhen,China,Jingdezhen,"Annual, ending ""Dec"" of each year",RMB mn,Jingdezhen Municipal Bureau of Statistics,Active,477092027 (CFBCLG),SR163596247,,,,2018,2020,20/04/2022,,,22720.000,41236068.000,6421.532,1.532,,0.283,18026.000,30038.000,20096.000,3,,,,,,,,,,,,,,,,,,,,18026.000,20096.000,30038.000,,
CN: Local Government Debt Outstanding: Jiangxi: Pingxiang,China,Pingxiang,"Annual, ending ""Dec"" of each year",RMB mn,Pingxiang Municipal Bureau of Statistics,Active,477092037 (CFBCLH),SR163596257,,,,2018,2020,20/04/2022,,,21905.333,21067336.333,4589.917,1.328,,0.210,18270.000,27063.000,20383.000,3,,,,,,,,,,,,,,,,,,,,18270.000,20383.000,27063.000,,
CN: Local Government Debt Outstanding: Jiangxi: Jiujiang,China,Jiujiang,"Annual, ending ""Dec"" of each year",RMB mn,Jiujiang Municipal Bureau of Statistics,Active,477092047 (CFBCLI),SR163596267,,,,2018,2020,20/04/2022,,,69630.333,108253409.333,10404.490,1.582,,0.149,62231.000,81527.000,65133.000,3,,,,,,,,,,,,,,,,,,,,62231.000,65133.000,81527.000,,
CN: Local Government Debt Outstanding: Jiangxi: Xinyu,China,Xinyu,"Annual, ending ""Dec"" of each year",RMB mn,Xinyu Municipal Bureau of Statistics,Active,477092057 (CFBCLJ),SR163596277,,,,2018,2020,20/04/2022,,,20660.667,4242425.333,2059.715,1.494,,0.100,19128.000,23002.000,19852.000,3,,,,,,,,,,,,,,,,,,,,19128.000,19852.000,23002.000,,
CN: Local Government Debt Outstanding: Jiangxi: Yingtan,China,Yingtan,"Annual, ending ""Dec"" of each year",RMB mn,Yingtan Municipal Bureau of Statistics,Active,477092067 (CFBCLK),SR163596287,,,,2018,2020,20/04/2022,,,21000.667,9662774.333,3108.500,1.573,,0.148,18779.000,24553.000,19670.000,3,,,,,,,,,,,,,,,,,,,,18779.000,19670.000,24553.000,,
CN: Local Government Debt Outstanding: Jiangxi: Ganzhou,China,Ganzhou,"Annual, ending ""Dec"" of each year",RMB mn,Ganzhou Municipal Bureau of Statistics,Active,477092077 (CFBCLL),SR163596297,,,,2018,2020,20/04/2022,,,71022.667,378152370.333,19446.140,1.522,,0.274,56739.000,93169.000,63160.000,3,,,,,,,,,,,,,,,,,,,,56739.000,63160.000,93169.000,,
CN: Local Government Debt Outstanding: Jiangxi: Jian,China,Jian,"Annual, ending ""Dec"" of each year",RMB mn,Jian Municipal Bureau of Statistics,Active,477092087 (CFBCLM),SR163596307,,,,2018,2020,20/04/2022,,,37598.000,120512137.000,10977.802,1.434,,0.292,29219.000,50025.000,33550.000,3,,,,,,,,,,,,,,,,,,,,29219.000,33550.000,50025.000,,
CN: Local Government Debt Outstanding: Jiangxi: Yichun,China,Yichun,"Annual, ending ""Dec"" of each year",RMB mn,Yi chun Municipal Bureau of Statistics,Active,477092097 (CFBCLN),SR163596317,,,,2018,2020,20/04/2022,,,47935.667,99265854.333,9963.225,1.589,,0.208,40880.000,59333.000,43594.000,3,,,,,,,,,,,,,,,,,,,,40880.000,43594.000,59333.000,,
CN: Local Government Debt Outstanding: Jiangxi: Fuzhou,China,Fuzhou,"Annual, ending ""Dec"" of each year",RMB mn,Fu zhou Municipal Bureau of Statistics,Active,477092107 (CFBCLO),SR163596327,,,,2018,2020,20/04/2022,,,35227.000,67329417.000,8205.450,1.533,,0.233,29234.000,44579.000,31868.000,3,,,,,,,,,,,,,,,,,,,,29234.000,31868.000,44579.000,,
CN: Local Government Debt Outstanding: Jiangxi: Shangrao,China,Shangrao,"Annual, ending ""Dec"" of each year",RMB mn,Shangrao Municipal Bureau of Statistics,Active,477092117 (CFBCLP),SR163596337,,,,2018,2020,20/04/2022,,,55528.667,143546986.333,11981.110,1.321,,0.216,46018.000,68985.000,51583.000,3,,,,,,,,,,,,,,,,,,,,46018.000,51583.000,68985.000,,
CN: Local Government Debt Outstanding: Shandong: Jinan,China,Jinan,"Annual, ending ""Dec"" of each year",RMB mn,Jinan Municipal Bureau of Statistics,Active,477092127 (CFBCLQ),SR163596347,,,,2014,2020,20/04/2022,,,105510.569,1056838397.767,32509.051,1.479,1.621,0.308,79440.000,168272.480,88969.720,7,,,,,,,,,,,,,,,,88969.720,79440.000,80957.820,88295.700,103752.120,128886.140,168272.480,,
CN: Local Government Debt Outstanding: Shandong: Qingdao,China,Qingdao,"Annual, ending ""Dec"" of each year",RMB mn,Qingdao Municipal Bureau of Statistics,Active,477092137 (CFBCLR),SR163596357,,,,2014,2021,08/09/2022,,,143190.250,3550056183.643,59582.348,1.195,0.351,0.416,92400.000,255907.000,116700.000,8,,,,,,,,,,,,,,,,104760.000,92400.000,95060.000,106190.000,127210.000,158166.000,205829.000,255907.000,
CN: Local Government Debt Outstanding: Shandong: Zibo,China,Zibo,"Annual, ending ""Dec"" of each year",RMB mn,Zibo Municipal Bureau of Statistics,Active,477092147 (CFBCLS),SR163596367,,,,2014,2020,20/04/2022,,,56153.430,123234111.959,11101.086,1.401,1.578,0.198,47020.000,77509.570,51979.800,7,,,,,,,,,,,,,,,,47020.000,47040.000,49330.000,51979.800,56798.920,63395.720,77509.570,,
CN: Local Government Debt Outstanding: Shandong: Zaozhuang,China,Zaozhuang,"Annual, ending ""Dec"" of each year",RMB mn,Zaozhuang Municipal Bureau of Statistics,Active,477092157 (CFBCLT),SR163596377,,,,2014,2020,20/04/2022,,,35802.571,52514532.952,7246.691,0.968,0.182,0.202,28530.000,48638.000,33850.000,7,,,,,,,,,,,,,,,,28530.000,29500.000,31420.000,33850.000,37140.000,41540.000,48638.000,,
CN: Local Government Debt Outstanding: Shandong: Dongying,China,Dongying,"Annual, ending ""Dec"" of each year",RMB mn,Dongying Municipal Bureau of Statistics,Active,477092167 (CFBCLU),SR163596387,,,,2014,2020,20/04/2022,,,31250.429,69650931.286,8345.713,1.700,2.922,0.267,24710.000,48183.000,28260.000,7,,,,,,,,,,,,,,,,24710.000,24980.000,26240.000,28260.000,31250.000,35130.000,48183.000,,
CN: Local Government Debt Outstanding: Shandong: Yantai,China,Yantai,"Annual, ending ""Dec"" of each year",RMB mn,Yantai Municipal Bureau of Statistics,Active,477092177 (CFBCLV),SR163596397,,,,2014,2021,14/10/2022,,,100582.950,712879033.924,26699.795,1.467,1.274,0.265,80970.000,154075.380,88207.540,8,,,,,,,,,,,,,,,,80970.000,81960.000,81520.000,85400.000,91015.080,102532.520,127190.620,154075.380,
CN: Local Government Debt Outstanding: Shandong: Weifang,China,Weifang,"Annual, ending ""Dec"" of each year",RMB mn,Weifang Municipal Bureau of Statistics,Active,477092187 (CFBCLW),SR163596407,,,,2014,2020,20/04/2022,,,111826.857,314326129.143,17729.245,1.082,0.245,0.159,95690.000,143568.000,104550.000,7,,,,,,,,,,,,,,,,95690.000,96890.000,100840.000,104550.000,114860.000,126390.000,143568.000,,
CN: Local Government Debt Outstanding: Shandong: Jining,China,Jining,"Annual, ending ""Dec"" of each year",RMB mn,Jining Municipal Bureau of Statistics,Active,477092197 (CFBCLX),SR163596417,,,,2014,2020,20/04/2022,,,72775.286,349912565.571,18705.950,1.530,2.052,0.257,58000.000,109537.000,65480.000,7,,,,,,,,,,,,,,,,58640.000,58000.000,60630.000,65480.000,73000.000,84140.000,109537.000,,
CN: Local Government Debt Outstanding: Shandong: Taian,China,Taian,"Annual, ending ""Dec"" of each year",RMB mn,Taian Municipal Bureau of Statistics,Active,477092207 (CFBCLY),SR163596427,,,,2014,2020,20/04/2022,,,51138.143,50615697.476,7114.471,1.103,0.162,0.139,44530.000,63787.000,48430.000,7,,,,,,,,,,,,,,,,46060.000,44530.000,45990.000,48430.000,51700.000,57470.000,63787.000,,
CN: Local Government Debt Outstanding: Shandong: Weihai,China,Weihai,"Annual, ending ""Dec"" of each year",RMB mn,Weihai Municipal Bureau of Statistics,Active,477092217 (CFBCLZ),SR163596437,,,,2014,2020,20/04/2022,,,54895.143,109486385.143,10463.574,1.083,0.114,0.191,46050.000,73476.000,51040.000,7,,,,,,,,,,,,,,,,46060.000,46050.000,47430.000,51040.000,56200.000,64010.000,73476.000,,
CN: Local Government Debt Outstanding: Shandong: Rizhao,China,Rizhao,"Annual, ending ""Dec"" of each year",RMB mn,Rizhao Municipal Bureau of Statistics,Active,477092227 (CFBCMA),SR163596447,,,,2014,2020,20/04/2022,,,26203.143,57828515.810,7604.506,1.693,2.836,0.290,20300.000,41592.000,23200.000,7,,,,,,,,,,,,,,,,20300.000,20510.000,21750.000,23200.000,26120.000,29950.000,41592.000,,
CN: Local Government Debt Outstanding: Shandong: Linyi,China,Linyi,"Annual, ending ""Dec"" of each year",RMB mn,Linyi Municipal Bureau of Statistics,Active,477092237 (CFBCMB),SR163596457,,,,2014,2020,20/04/2022,,,89037.000,153771149.667,12400.450,1.264,0.845,0.139,78610.000,112059.000,83940.000,7,,,,,,,,,,,,,,,,78930.000,78610.000,81200.000,83940.000,89800.000,98720.000,112059.000,,
CN: Local Government Debt Outstanding: Shandong: Dezhou,China,Dezhou,"Annual, ending ""Dec"" of each year",RMB mn,Dezhou Municipal Bureau of Statistics,Active,477092247 (CFBCMC),SR163596467,,,,2014,2020,20/04/2022,,,62356.571,59310768.952,7701.349,1.683,2.787,0.124,55890.000,77896.000,60090.000,7,,,,,,,,,,,,,,,,60090.000,56600.000,55890.000,58540.000,60920.000,66560.000,77896.000,,
CN: Local Government Debt Outstanding: Shandong: Liaocheng,China,Liaocheng,"Annual, ending ""Dec"" of each year",RMB mn,Liaocheng Municipal Bureau of Statistics,Active,477092257 (CFBCMD),SR163596477,,,,2014,2020,20/04/2022,,,37042.429,159246637.952,12619.296,1.572,2.247,0.341,26870.000,62027.000,32140.000,7,,,,,,,,,,,,,,,,26870.000,27510.000,29470.000,32140.000,36790.000,44490.000,62027.000,,
CN: Local Government Debt Outstanding: Shandong: Binzhou,China,Binzhou,"Annual, ending ""Dec"" of each year",RMB mn,Binzhou Municipal Bureau of Statistics,Active,477092267 (CFBCME),SR163596487,,,,2014,2020,20/04/2022,,,50374.571,134940699.619,11616.398,2.282,5.472,0.231,42200.000,75782.000,47110.000,7,,,,,,,,,,,,,,,,47110.000,44440.000,42200.000,44050.000,47290.000,51750.000,75782.000,,
CN: Local Government Debt Outstanding: Shandong: Heze,China,Heze,"Annual, ending ""Dec"" of each year",RMB mn,Heze Municipal Bureau of Statistics,Active,477092277 (CFBCMF),SR163596497,,,,2014,2020,20/04/2022,,,37320.857,571083891.810,23897.362,1.863,3.522,0.640,20130.000,86836.000,27740.000,7,,,,,,,,,,,,,,,,20130.000,20750.000,22960.000,27740.000,35370.000,47460.000,86836.000,,
CN: Local Government Debt Outstanding: Henan: Zhengzhou,China,Zhengzhou,"Annual, ending ""Dec"" of each year",RMB mn,Zhengzhou Municipal Bureau of Statistics,Active,477092287 (CFBCMG),SR163596507,,,,2015,2021,28/07/2022,,,202592.553,782150438.966,27966.953,0.574,0.157,0.138,166848.910,250382.200,196731.990,7,,,,,,,,,,,,,,,,,216224.070,192174.770,166848.910,178417.630,196731.990,217368.300,250382.200,
CN: Local Government Debt Outstanding: Henan: Kaifeng,China,Kaifeng,"Annual, ending ""Dec"" of each year",RMB mn,Kaifeng Municipal Bureau of Statistics,Active,477092297 (CFBCMH),SR163596517,,,,2021,2021,08/09/2022,,,49080.990,NaN,NaN,,,NaN,49080.990,49080.990,49080.990,1,,,,,,,,,,,,,,,,,,,,,,,49080.990,
CN: Local Government Debt Outstanding: Henan: Luoyang,China,Luoyang,"Annual, ending ""Dec"" of each year",RMB mn,Luoyang Municipal Bureau of Statistics,Active,477092307 (CFBCMI),SR163596527,,,,2021,2021,08/09/2022,,,62993.840,NaN,NaN,,,NaN,62993.840,62993.840,62993.840,1,,,,,,,,,,,,,,,,,,,,,,,62993.840,
CN: Local Government Debt Outstanding: Henan: Pingdingshan,China,Pingdingshan,"Annual, ending ""Dec"" of each year",RMB mn,Pingdingshan Municipal Bureau of Statistics,Active,477092317 (CFBCMJ),SR163596537,,,,2021,2021,08/09/2022,,,52046.600,NaN,NaN,,,NaN,52046.600,52046.600,52046.600,1,,,,,,,,,,,,,,,,,,,,,,,52046.600,
CN: Local Government Debt Outstanding: Henan: Anyang,China,Anyang,"Annual, ending ""Dec"" of each year",RMB mn,Anyang Municipal Bureau of Statistics,Active,477092327 (CFBCMK),SR163596547,,,,2021,2021,08/09/2022,,,49466.700,NaN,NaN,,,NaN,49466.700,49466.700,49466.700,1,,,,,,,,,,,,,,,,,,,,,,,49466.700,
CN: Local Government Debt Outstanding: Henan: Hebi,China,Hebi,"Annual, ending ""Dec"" of each year",RMB mn,Hebi Municipal Bureau of Statistics,Active,477092337 (CFBCML),SR163596557,,,,2021,2021,08/09/2022,,,27157.730,NaN,NaN,,,NaN,27157.730,27157.730,27157.730,1,,,,,,,,,,,,,,,,,,,,,,,27157.730,
