Province,Country,Region,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: GDP: Jilin: Baicheng,China,Baicheng,"Annual, ending ""Dec"" of each year",RMB bn,Baicheng Municipal Bureau of Statistics,Active,146387301 (CAAHED),SR1927095,,,,1991,2021,20/04/2022,,,39.012,568.071,23.834,-0.079,-1.704,0.611,7.006,70.014,44.518,23,7.006,7.326,8.330,10.202,12.335,13.700,15.219,19.004,22.861,29.072,35.336,44.518,55.458,61.550,69.235,68.618,69.968,70.014,61.828,60.651,49.155,51.018,54.883,
CN: GDP: Heilongjiang: Harbin,China,Harbin,"Annual, ending ""Dec"" of each year",RMB bn,Harbin Municipal Bureau of Statistics,Active,146387401 (CAAHEE),SR1928207,,,,1991,2022,14/02/2023,,,339.069,27698.017,166.427,-0.265,-1.608,0.491,88.328,549.010,386.509,24,88.328,97.990,109.220,119.880,135.590,160.450,179.640,205.510,239.140,281.480,317.554,366.485,424.219,455.022,501.705,534.007,406.532,437.457,471.718,501.011,512.943,513.522,529.250,549.010
CN: GDP: Heilongjiang: Qiqihar,China,Qiqihar,"Annual, ending ""Dec"" of each year",RMB bn,Qiqihar Municipal Bureau of Statistics,Active,146387501 (CAAHEF),SR1928551,,,,1991,2022,14/02/2023,,,80.346,1390.091,37.284,-0.209,-1.677,0.464,26.834,131.800,93.102,24,26.834,28.255,30.120,33.305,35.017,40.188,42.244,48.160,55.604,66.588,69.052,88.046,106.567,117.608,123.040,120.934,98.158,103.816,104.383,105.220,112.303,118.610,122.450,131.800
CN: GDP: Heilongjiang: Jixi,China,Jixi,"Annual, ending ""Dec"" of each year",RMB bn,Jixi Municipal Bureau of Statistics,Active,146387601 (CAAHEG),SR1928208,,,,1991,2021,14/02/2023,,,37.502,313.972,17.719,-0.226,-1.706,0.472,11.814,60.370,41.949,23,11.814,12.441,13.634,14.912,16.913,19.470,20.464,23.622,26.465,31.588,35.382,41.949,50.783,58.234,57.091,51.601,50.101,50.461,50.858,52.096,55.284,57.008,60.370,
CN: GDP: Heilongjiang: Hegang,China,Hegang,"Annual, ending ""Dec"" of each year",RMB bn,Hegang Municipal Bureau of Statistics,Active,146387701 (CAAHEH),SR1927062,,,,1991,2022,14/02/2023,,,22.418,128.148,11.320,-0.162,-1.515,0.505,6.294,40.920,25.522,24,6.294,6.327,6.971,7.688,8.801,10.488,11.206,13.000,15.357,18.469,20.233,25.099,31.306,35.824,32.001,25.946,28.520,28.562,30.816,31.765,33.682,33.338,35.420,40.920
CN: GDP: Heilongjiang: Shuangyashan,China,Shuangyashan,"Annual, ending ""Dec"" of each year",RMB bn,Shuangyashan Municipal Bureau of Statistics,Active,146387801 (CAAHEI),SR1927660,,,,1991,2021,14/02/2023,,,31.525,294.833,17.171,-0.095,-1.616,0.545,8.199,56.543,38.525,23,8.199,8.407,9.227,10.057,11.489,13.663,14.662,16.923,20.643,26.005,29.851,39.635,50.292,56.543,55.511,43.268,38.536,38.525,40.776,44.682,47.831,48.762,51.600,
CN: GDP: Heilongjiang: Daqing,China,Daqing,"Annual, ending ""Dec"" of each year",RMB bn,Daqing Municipal Bureau of Statistics,Active,146387901 (CAAHEJ),SR1927558,,,,1991,2021,14/02/2023,,,220.996,10627.597,103.090,0.586,-0.457,0.466,71.294,418.150,222.037,23,71.294,102.935,107.785,103.072,112.560,123.954,140.072,162.033,182.228,222.037,212.000,290.006,374.154,400.107,418.150,407.751,230.183,208.050,223.409,250.264,254.034,224.827,262.000,
CN: GDP: Heilongjiang: Yichun,China,Yichun,"Annual, ending ""Dec"" of each year",RMB bn,Yichun Municipal Bureau of Statistics,Active,146388001 (CAAHEK),SR1928220,,,,1991,2021,14/02/2023,,,19.181,69.991,8.366,-0.140,-1.500,0.436,6.769,31.870,20.244,23,6.769,7.262,7.856,8.535,9.507,10.920,11.593,13.033,15.322,17.901,17.246,20.244,22.968,26.003,28.449,25.603,23.369,23.831,26.179,27.596,29.848,29.265,31.870,
CN: GDP: Heilongjiang: Jiamusi,China,Jiamusi,"Annual, ending ""Dec"" of each year",RMB bn,Jiamusi Municipal Bureau of Statistics,Active,146388101 (CAAHEL),SR1927299,,,,1991,2021,14/02/2023,,,48.487,613.396,24.767,-0.121,-1.696,0.511,13.277,81.620,51.246,23,13.277,14.640,16.424,18.471,20.086,23.630,24.154,27.854,33.689,39.850,43.266,51.246,62.531,66.829,74.718,76.598,61.940,64.048,71.485,72.411,76.291,80.148,81.620,
CN: GDP: Heilongjiang: Qitaihe,China,Qitaihe,"Annual, ending ""Dec"" of each year",RMB bn,Qitaihe Municipal Bureau of Statistics,Active,146388201 (CAAHEM),SR1927719,,,,1991,2022,14/02/2023,,,17.882,68.285,8.263,-0.141,-1.183,0.462,5.298,30.806,19.895,24,5.298,5.621,6.145,6.966,7.969,9.652,10.021,11.423,13.516,18.716,23.363,30.522,30.806,29.891,24.099,21.426,19.009,19.354,20.442,22.554,21.912,20.437,23.140,26.890
CN: GDP: Heilongjiang: Mudanjiang,China,Mudanjiang,"Annual, ending ""Dec"" of each year",RMB bn,Mudanjiang Municipal Bureau of Statistics,Active,146388301 (CAAHEN),SR1927140,,,,1991,2022,09/03/2023,,,63.235,1008.147,31.751,0.065,-1.135,0.502,19.116,126.402,73.232,24,19.116,20.766,22.859,24.245,26.690,30.175,30.281,34.709,41.697,50.609,62.928,76.498,94.035,98.105,109.264,126.402,71.851,74.612,78.996,78.393,82.642,82.681,87.505,92.568
CN: GDP: Heilongjiang: Heihe,China,Heihe,"Annual, ending ""Dec"" of each year",RMB bn,Heihe Municipal Bureau of Statistics,Active,146388401 (CAAHEO),SR1928850,,,,1991,2021,14/02/2023,,,30.197,378.187,19.447,0.329,-1.401,0.644,7.553,63.710,26.110,23,7.553,7.656,8.246,8.957,9.714,11.228,12.050,13.569,16.632,20.562,22.421,26.110,31.605,36.608,38.965,42.136,45.703,48.229,50.425,53.177,57.995,61.276,63.710,
CN: GDP: Heilongjiang: Suihua,China,Suihua,"Annual, ending ""Dec"" of each year",RMB bn,Suihua Municipal Bureau of Statistics,Active,146388501 (CAAHEP),SR1926726,,,,1991,2022,14/02/2023,,,77.718,1248.950,35.340,-0.141,-1.804,0.455,31.527,123.810,91.209,23,,31.527,33.959,32.021,34.990,39.760,35.079,39.727,44.721,54.179,60.588,73.343,91.209,106.354,121.001,119.025,98.750,101.440,101.618,103.074,110.137,113.444,117.770,123.810
CN: GDP: Shanghai,China,Shanghai,"Annual, ending ""Dec"" of each year",RMB bn,Shanghai Municipal Bureau of Statistics,Active,146388601 (CAAHEQ),SR1927066,,,,1949,2022,20/01/2023,,,2067.419,1717323.890,1310.467,0.415,-1.109,0.634,422.230,4465.280,1896.255,24,422.230,481.215,525.766,579.502,680.404,810.155,919.713,1059.886,1287.868,1453.690,1574.244,1791.541,2000.968,2130.559,2320.412,2526.975,2688.702,2988.702,3292.501,3601.182,3798.755,3896.330,4321.485,4465.280
CN: GDP: Jiangsu: Nanjing,China,Nanjing,"Annual, ending ""Dec"" of each year",RMB bn,Nanjing Municipal Bureau of Statistics,Active,146388701 (CAAHER),SR1927661,,,,1991,2022,16/02/2023,,,704.062,280819.825,529.924,0.517,-1.110,0.753,93.789,1690.800,571.420,24,93.789,107.354,121.851,138.514,169.077,208.710,247.826,285.581,338.118,385.957,428.725,519.820,623.020,730.654,819.949,895.605,1001.573,1081.914,1189.400,1300.917,1404.515,1478.295,1635.532,1690.800
CN: GDP: Jiangsu: Wuxi,China,Wuxi,"Annual, ending ""Dec"" of each year",RMB bn,Wuxi Municipal Bureau of Statistics,Active,146388801 (CAAHES),SR1928554,,,,1978,2022,21/02/2023,,,657.443,186467.848,431.819,0.358,-1.049,0.657,112.055,1485.082,628.955,24,112.055,117.654,132.865,153.413,183.345,227.430,283.954,335.018,393.199,452.981,502.749,577.921,679.988,744.637,791.985,835.898,868.137,934.016,1031.307,1120.298,1180.332,1234.048,1400.324,1485.082
CN: GDP: Jiangsu: Xuzhou,China,Xuzhou,"Annual, ending ""Dec"" of each year",RMB bn,Xuzhou Municipal Bureau of Statistics,Active,146388901 (CAAHET),SR1927478,,,,1991,2022,21/02/2023,,,369.676,71042.717,266.538,0.369,-1.322,0.721,60.003,845.800,325.719,24,60.003,61.630,68.149,74.934,85.226,103.951,123.666,147.614,176.276,213.371,241.254,295.147,356.291,402.931,453.415,497.965,533.675,580.981,633.350,671.036,705.335,728.477,811.744,845.800
CN: GDP: Jiangsu: Changzhou,China,Changzhou,"Annual, ending ""Dec"" of each year",RMB bn,Changzhou Municipal Bureau of Statistics,Active,146389001 (CAAHEU),SR1927814,,,,1949,2022,21/02/2023,,,385.777,80942.923,284.505,0.512,-0.974,0.737,53.872,955.010,336.583,24,53.872,60.066,67.290,76.060,90.142,111.338,132.249,160.386,193.693,230.151,256.088,309.185,363.981,403.983,452.753,499.137,528.131,575.234,647.816,689.702,740.586,781.032,880.758,955.010
CN: GDP: Jiangsu: Suzhou,China,Suzhou,"Annual, ending ""Dec"" of each year",RMB bn,Suzhou Municipal Bureau of Statistics,Active,146389101 (CAAHEV),SR1927512,,,,1991,2022,21/02/2023,,,1052.989,519600.398,720.833,0.325,-1.146,0.685,135.843,2395.800,992.542,24,135.843,154.068,176.028,208.037,280.156,336.594,417.348,494.807,591.431,716.340,785.101,918.076,1067.008,1196.576,1292.978,1371.695,1446.868,1544.526,1699.747,1826.348,1926.480,2018.045,2271.834,2395.800
CN: GDP: Jiangsu: Nantong,China,Nantong,"Annual, ending ""Dec"" of each year",RMB bn,Nantong Municipal Bureau of Statistics,Active,146389201 (CAAHEW),SR1927909,,,,1991,2022,21/02/2023,,,465.534,128387.403,358.312,0.557,-1.052,0.770,67.044,1137.960,382.471,24,67.044,72.059,78.961,86.518,98.018,120.402,149.431,180.181,218.249,262.006,290.417,351.056,413.886,463.030,523.541,574.861,649.829,715.169,803.407,875.323,936.939,1001.831,1102.694,1137.960
CN: GDP: Jiangsu: Lianyungang,China,Lianyungang,"Annual, ending ""Dec"" of each year",RMB bn,Lianyungang Municipal Bureau of Statistics,Active,146389301 (CAAHEX),SR1927572,,,,1991,2022,30/01/2023,,,158.950,14997.361,122.464,0.546,-1.051,0.770,24.907,400.500,131.198,24,28.496,24.907,26.929,29.684,33.275,39.280,49.734,59.743,70.481,83.088,94.850,120.179,142.216,161.875,182.904,198.719,230.505,253.649,278.448,292.304,312.529,327.707,372.792,400.500
CN: GDP: Jiangsu: Huaian,China,Huaian,"Annual, ending ""Dec"" of each year",RMB bn,Huaian Municipal Bureau of Statistics,Active,146389401 (CAAHEY),SR1927176,,,,1991,2022,21/02/2023,,,191.687,22309.634,149.364,0.531,-1.127,0.779,25.272,474.242,154.319,24,25.272,29.105,32.902,37.502,42.064,50.097,57.242,67.662,81.244,99.225,112.175,139.638,169.000,192.091,223.499,247.843,275.558,309.086,334.161,361.502,384.021,400.337,455.013,474.242
CN: GDP: Jiangsu: Yancheng,China,Yancheng,"Annual, ending ""Dec"" of each year",RMB bn,Yancheng Municipal Bureau of Statistics,Active,146389501 (CAAHEZ),SR1928711,,,,1991,2022,21/02/2023,,,296.702,45884.135,214.206,0.474,-1.132,0.722,50.024,707.980,254.352,24,50.024,52.948,60.323,67.326,74.339,87.136,106.158,123.322,144.112,168.828,191.700,231.571,277.133,314.723,352.665,380.758,418.171,454.690,499.012,538.716,565.626,591.838,661.739,707.980
CN: GDP: Jiangsu: Yangzhou,China,Yangzhou,"Annual, ending ""Dec"" of each year",RMB bn,Yangzhou Municipal Bureau of Statistics,Active,146389601 (CAAHFA),SR1927871,,,,1978,2022,23/02/2023,,,292.535,48603.083,220.461,0.498,-1.128,0.754,42.697,710.480,246.095,24,42.697,47.212,50.031,54.428,63.177,76.765,99.085,113.569,137.036,166.559,187.897,225.702,266.487,297.455,336.725,375.013,409.991,453.912,507.858,547.874,579.908,601.333,669.643,710.480
CN: GDP: Jiangsu: Zhenjiang,China,Zhenjiang,"Annual, ending ""Dec"" of each year",RMB bn,Zhenjiang Municipal Bureau of Statistics,Active,146389701 (CAAHFB),SR1928553,,,,1991,2022,21/02/2023,,,224.549,22447.754,149.826,0.335,-1.199,0.667,41.651,501.704,212.495,24,41.651,42.325,46.684,51.346,58.767,71.666,88.834,105.320,126.958,150.586,169.334,201.922,223.068,244.684,265.907,287.176,308.847,343.573,371.457,384.779,407.732,418.509,476.342,501.704
CN: GDP: Jiangsu: Taizhou,China,Taizhou,"Annual, ending ""Dec"" of each year",RMB bn,Taizhou Municipal Bureau of Statistics,Active,146389801 (CAAHFC),SR1926919,,,,1996,2022,21/02/2023,,,259.168,37906.489,194.696,0.528,-1.008,0.751,36.892,640.177,222.667,24,36.892,40.525,44.997,50.460,57.405,70.375,86.769,104.605,123.388,146.114,167.982,199.841,245.493,274.088,311.080,319.307,349.493,388.829,442.457,476.724,510.736,529.777,602.526,640.177
CN: GDP: Jiangsu: Suqian,China,Suqian,"Annual, ending ""Dec"" of each year",RMB bn,Suqian Municipal Bureau of Statistics,Active,146389901 (CAAHFD),SR1927530,,,,1996,2022,21/02/2023,,,152.299,15802.167,125.707,0.611,-0.940,0.825,18.200,411.198,119.246,24,18.200,20.065,22.316,24.703,27.819,33.559,39.238,48.046,58.561,72.109,82.685,106.409,132.083,152.203,175.028,193.068,224.240,247.618,272.187,286.487,308.423,327.037,371.901,411.198
CN: GDP: Zhejiang: Hangzhou,China,Hangzhou,"Annual, ending ""Dec"" of each year",RMB bn,Hangzhou Municipal Bureau of Statistics,Active,146390001 (CAAHFE),SR1927097,,,,1991,2022,01/02/2023,,,786.084,322857.887,568.206,0.562,-0.974,0.723,122.528,1875.307,660.130,24,122.528,139.567,158.294,179.896,211.871,256.646,297.374,348.341,415.584,485.059,518.180,604.956,715.303,796.858,863.991,950.221,1049.528,1170.945,1316.072,1430.672,1537.305,1610.583,1810.942,1875.307
CN: GDP: Zhejiang: Ningbo,China,Ningbo,"Annual, ending ""Dec"" of each year",RMB bn,Ningbo Municipal Bureau of Statistics,Active,146390101 (CAAHFF),SR1927492,,,,1991,2022,23/02/2023,,,638.319,204049.262,451.718,0.567,-0.784,0.708,104.174,1570.430,573.863,24,104.174,114.457,127.875,145.334,174.927,211.965,246.209,289.184,344.962,398.292,440.512,526.470,621.256,686.202,743.209,790.481,829.535,897.283,1014.655,1119.314,1203.511,1259.922,1459.492,1570.430
CN: GDP: Zhejiang: Wenzhou,China,Wenzhou,"Annual, ending ""Dec"" of each year",RMB bn,Wenzhou Municipal Bureau of Statistics,Active,146390201 (CAAHFG),SR1928029,,,,1978,2022,01/02/2023,,,356.356,52651.409,229.459,0.497,-0.960,0.644,72.907,802.977,319.015,24,72.907,82.202,92.430,105.235,121.249,138.891,159.740,183.444,215.647,242.219,253.962,294.371,343.658,370.652,406.791,435.060,467.035,512.501,541.213,603.977,660.802,687.086,758.502,802.977
CN: GDP: Zhejiang: Jiaxing,China,Jiaxing,"Annual, ending ""Dec"" of each year",RMB bn,Jiaxing Municipal Bureau of Statistics,Active,146390301 (CAAHFH),SR1927561,,,,1991,2022,31/01/2023,,,282.741,38418.788,196.007,0.542,-0.875,0.693,46.031,673.945,252.802,24,46.031,52.403,58.673,67.765,82.354,100.889,116.588,135.418,160.666,181.660,191.733,235.722,269.881,290.965,323.434,349.397,369.662,397.904,450.026,501.838,542.358,550.952,635.528,673.945
CN: GDP: Zhejiang: Huzhou,China,Huzhou,"Annual, ending ""Dec"" of each year",RMB bn,Huzhou Municipal Bureau of Statistics,Active,146390401 (CAAHFI),SR1927811,,,,1991,2022,01/02/2023,,,164.856,12807.909,113.172,0.480,-1.002,0.686,30.005,384.995,148.244,24,30.005,32.523,36.295,39.707,45.954,55.188,64.289,75.811,89.050,103.210,119.555,138.548,157.940,174.811,193.078,208.395,222.306,239.114,260.786,288.121,312.227,320.141,364.487,384.995
CN: GDP: Zhejiang: Shaoxing,China,Shaoxing,"Annual, ending ""Dec"" of each year",RMB bn,Shaoxing Municipal Bureau of Statistics,Active,146390501 (CAAHFJ),SR1927801,,,,1991,2022,01/02/2023,,,327.982,43058.644,207.506,0.368,-1.049,0.633,65.093,735.055,308.435,24,65.093,71.685,78.802,88.606,103.522,125.530,146.283,170.037,200.073,225.620,240.690,281.175,335.694,367.752,401.084,423.516,442.469,469.715,502.748,538.272,578.551,600.066,679.526,735.055
CN: GDP: Zhejiang: Jinhua,China,Jinhua,"Annual, ending ""Dec"" of each year",RMB bn,Jinhua Municipal Bureau of Statistics,Active,146390601 (CAAHFK),SR1927565,,,,1991,2022,01/02/2023,,,250.563,26899.982,164.012,0.387,-1.128,0.655,45.818,556.247,226.712,24,45.818,50.935,56.242,63.741,75.630,92.962,107.207,125.025,148.955,170.491,176.113,210.113,243.311,268.985,298.093,321.517,348.108,370.524,396.217,424.389,456.948,470.395,535.544,556.247
CN: GDP: Zhejiang: Quzhou,China,Quzhou,"Annual, ending ""Dec"" of each year",RMB bn,Quzhou Municipal Bureau of Statistics,Active,146390701 (CAAHFL),SR1927901,,,,1991,2022,29/01/2023,,,85.788,3378.521,58.125,0.415,-0.980,0.678,14.285,200.344,83.154,24,14.285,15.523,17.434,19.841,23.847,28.046,32.914,38.818,47.977,58.087,62.594,75.212,91.097,96.444,104.316,109.586,112.965,122.989,131.947,145.708,157.457,163.912,187.561,200.344
CN: GDP: Zhejiang: Zhoushan,China,Zhoushan,"Annual, ending ""Dec"" of each year",RMB bn,Zhoushan Municipal Bureau of Statistics,Active,146390801 (CAAHFM),SR1926755,,,,1991,2022,29/01/2023,,,73.806,2869.631,53.569,0.687,-0.389,0.726,10.615,195.129,64.945,24,10.615,12.157,13.438,15.730,18.662,23.194,28.367,34.267,42.135,51.208,53.993,60.944,68.945,75.596,82.142,88.610,93.087,107.619,112.956,124.722,136.247,151.211,170.362,195.129
CN: GDP: Zhejiang: Taizhou,China,Taizhou,"Annual, ending ""Dec"" of each year",RMB bn,Tai zhou Municipal Bureau of Statistics,Active,146390901 (CAAHFN),SR1928412,,,,1994,2022,01/02/2023,,,278.273,31096.288,176.341,0.405,-1.086,0.634,55.062,604.072,262.002,24,55.062,61.331,68.080,78.285,90.887,108.164,125.611,146.911,172.975,196.448,205.651,245.168,278.835,294.422,319.267,341.016,357.147,387.487,438.604,488.032,510.217,526.272,578.619,604.072
CN: GDP: Zhejiang: Lishui,China,Lishui,"Annual, ending ""Dec"" of each year",RMB bn,Lishui Municipal Bureau of Statistics,Active,146391001 (CAAHFO),SR1928514,,,,1991,2022,01/02/2023,,,78.126,2888.107,53.741,0.462,-0.996,0.688,12.217,183.087,69.912,24,12.217,13.676,15.897,18.510,22.029,26.189,31.900,36.093,44.068,51.434,54.663,64.193,75.630,84.424,93.650,100.012,103.863,113.413,121.542,135.422,148.096,154.002,171.003,183.087
CN: GDP: Anhui: Hefei,China,Hefei,"Annual, ending ""Dec"" of each year",RMB bn,Hefei Municipal Bureau of Statistics,Active,146391101 (CAAHFP),SR1927117,,,,1991,2022,07/02/2023,,,432.685,141498.506,376.163,0.739,-0.714,0.869,29.445,1201.310,330.919,24,29.445,48.751,55.953,64.456,75.483,89.667,107.438,127.184,160.487,199.459,233.996,297.608,364.230,416.798,469.601,525.009,583.095,654.426,736.664,860.513,937.021,1004.572,1141.280,1201.310
CN: GDP: Anhui: Wuhu,China,Wuhu,"Annual, ending ""Dec"" of each year",RMB bn,Wuhu Municipal Bureau of Statistics,Active,146391201 (CAAHFQ),SR1928179,,,,1991,2022,08/02/2023,,,173.360,20471.499,143.079,0.547,-1.043,0.825,19.317,450.213,149.968,24,19.317,25.660,21.877,24.551,28.485,34.507,49.204,47.972,58.230,74.965,90.200,134.112,165.824,187.363,209.953,230.955,245.732,269.944,296.326,327.853,361.826,375.302,430.263,450.213
CN: GDP: Anhui: Bengbu,China,Bengbu,"Annual, ending ""Dec"" of each year",RMB bn,Bengbu Municipal Bureau of Statistics,Active,146391301 (CAAHFR),SR1928079,,,,1991,2022,08/02/2023,,,90.912,4760.475,68.996,0.553,-1.180,0.759,16.366,208.273,70.915,24,18.025,16.366,17.165,19.019,20.814,26.366,30.245,35.902,40.970,48.639,53.209,63.805,78.024,89.022,104.665,115.119,125.306,138.582,155.066,171.466,205.720,208.273,198.897,201.230
CN: GDP: Anhui: Huainan,China,Huainan,"Annual, ending ""Dec"" of each year",RMB bn,Huainan Municipal Bureau of Statistics,Active,146391401 (CAAHFS),SR1927817,,,,1991,2022,08/02/2023,,,66.971,2088.962,45.705,0.445,-1.004,0.682,12.580,154.110,65.686,24,12.580,13.280,13.486,15.212,17.050,21.449,26.715,30.498,34.423,45.362,50.877,60.418,70.954,78.176,81.939,78.932,77.062,96.384,106.018,113.331,129.620,133.720,145.705,154.110
CN: GDP: Anhui: Maanshan,China,Maanshan,"Annual, ending ""Dec"" of each year",RMB bn,Maanshan Municipal Bureau of Statistics,Active,146391501 (CAAHFT),SR1926840,,,,1991,2022,08/02/2023,,,105.921,6165.001,78.518,0.433,-1.056,0.741,12.365,252.096,104.670,24,12.365,17.315,13.815,15.459,19.252,26.510,41.179,42.890,53.210,63.630,66.589,94.909,114.430,123.394,129.302,133.312,136.530,149.376,171.009,191.810,211.100,218.690,243.933,252.096
CN: GDP: Anhui: Huaibei,China,Huaibei,"Annual, ending ""Dec"" of each year",RMB bn,Huaibei Municipal Bureau of Statistics,Active,146391601 (CAAHFU),SR1928526,,,,1991,2022,09/02/2023,,,55.994,1572.949,39.660,0.409,-1.177,0.708,9.877,130.280,50.828,24,9.877,10.302,10.738,11.810,13.247,16.913,20.514,22.472,26.718,34.909,37.187,46.164,55.492,62.054,70.366,75.964,76.039,79.903,92.401,98.519,107.790,111.906,122.302,130.280
CN: GDP: Anhui: Tongling,China,Tongling,"Annual, ending ""Dec"" of each year",RMB bn,Tongling Municipal Bureau of Statistics,Active,146391701 (CAAHFV),SR1928199,,,,1991,2022,08/02/2023,,,55.644,1685.668,41.057,0.328,-1.375,0.738,6.854,122.236,52.306,24,6.854,7.571,8.014,8.842,10.304,13.672,17.568,24.363,28.690,32.531,34.373,46.670,57.941,62.130,68.059,71.631,72.129,95.725,112.210,122.236,96.020,100.367,116.558,120.990
CN: GDP: Anhui: Anqing,China,Anqing,"Annual, ending ""Dec"" of each year",RMB bn,Anqing Municipal Bureau of Statistics,Active,146391801 (CAAHFW),SR1928492,,,,1991,2022,08/02/2023,,,113.760,6713.325,81.935,0.711,-0.663,0.720,24.296,276.746,96.742,24,24.823,24.296,26.414,28.521,32.043,39.202,42.129,49.421,58.766,70.472,77.066,86.854,106.630,119.056,124.491,135.291,141.743,153.118,170.883,191.759,238.050,246.768,265.688,276.746
CN: GDP: Anhui: Huangshan,China,Huangshan,"Annual, ending ""Dec"" of each year",RMB bn,Huangshan Municipal Bureau of Statistics,Active,146391901 (CAAHFX),SR1926834,,,,1991,2021,27/10/2022,,,38.160,731.227,27.041,0.660,-0.633,0.709,7.787,95.737,30.945,23,7.787,7.973,8.829,9.675,10.842,13.198,15.864,18.749,21.323,24.990,26.692,30.945,37.881,42.495,47.090,50.717,53.090,58.048,61.132,67.791,81.800,85.040,95.737,
CN: GDP: Anhui: Chuzhou,China,Chuzhou,"Annual, ending ""Dec"" of each year",RMB bn,Chuzhou Municipal Bureau of Statistics,Active,146392001 (CAAHFY),SR1927378,,,,1991,2022,08/02/2023,,,115.737,11199.985,105.830,1.267,0.478,0.914,21.786,361.000,77.307,24,24.351,21.786,26.540,28.083,30.050,35.564,31.735,37.229,43.555,52.011,57.618,69.565,85.049,97.074,111.234,121.439,130.570,142.283,160.439,180.175,290.910,303.207,336.211,361.000
