Province,Country,Type,Amount,Unit,ID,Source,year,value,Province.Code
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2022,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2017,37691557,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2018,60006167,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2010,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2019,67427075,370000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2014,2532.7,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2015,2312.2,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2016,2295,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2013,2430.7,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2009,824.7,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2021,3321.7,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2022,3639.3,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2017,1960.6,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2020,2964.9,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2010,0,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2018,2095.4,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2008,0,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2009,0,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2006,0,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2010,2255.6,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2011,1808.2,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2012,1673.3,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2018,2012.1,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2006,0,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2007,0,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2012,0,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2019,2418.1,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2020,3175,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2011,0,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2008,0,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2019,2259.4,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2017,1942.1,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2007,0,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2015,1932.1,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2021,3769,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2013,0,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2014,0,310000
Shanghai,China,Governmental Funds Revenue,Total,CNY 100mn,M6804053,Shanghai Municipal Finance Bureau,2022,4041.5,310000
Shanghai,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543383,Ministry of Finance,2016,1932.1,310000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2016,0,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2015,323.5,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2013,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2012,8022300,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2011,0,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2006,0,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2008,0,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2017,511.38,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2010,0,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2014,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2007,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2008,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2009,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2022,6289700,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2010,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2011,7234700,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2021,1373.94,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2018,571.88,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2019,690.66,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2020,1131.26,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2021,9804500,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2022,0,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2012,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2020,11519787,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2007,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2015,5240800,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2016,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2013,9882500,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2018,8457095,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2019,11863100,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2006,0,140000
Shanxi,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543374,Ministry of Finance,2009,0,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2014,9459400,140000
Shanxi,China,Whole,Revenue of Local Government Funds: Total,CNY 10k,M0065542,Shanxi Provincial Bureau of Statistics,2017,0,140000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2011,0,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2022,47804990,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2020,1105,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2014,23700000,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2013,23566000,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2012,17168500,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2021,1226.9,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2022,1585.1,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2021,48773805,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2009,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2018,691,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2020,47827799,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2008,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2013,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2009,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2007,0,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2017,26629565,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2015,535,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2018,38288329,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2015,17611000,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2014,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2019,857,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2016,503.1,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2010,0,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2019,41811881,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2016,16995887,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2012,0,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2008,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2017,543.9,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2006,0,510000
Sichuan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065684,Sichuan Provincial Bureau of Statistics,2007,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2011,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2006,0,510000
Sichuan,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543391,Ministry of Finance,2010,0,510000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2019,0,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2007,0,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2014,10506354,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2019,14307915,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2013,8135263,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2012,10800000,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2006,1118000,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2022,0,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2016,9187961,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2018,11604537,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2022,2474.21,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2015,7295695,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2016,37049,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2017,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2020,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2018,0,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2022,4236627,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2011,9391015,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2021,2377.5,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2021,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2009,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2010,0,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2017,12295012,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2007,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2014,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2013,142860,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2014,56963,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2015,0,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2008,2263000,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2009,3885923,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2010,9096433,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2006,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2019,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2008,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2009,262811,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2011,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2013,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2012,158100,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2021,11264963,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2017,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2015,45264,120000
Tianjin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065489,Tianjin Municipal Bureau of Statistics,2020,9119310,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2011,145532,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2008,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2020,2137.9,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2006,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2018,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2010,239449,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2012,0,120000
Tianjin,China,City Level,Statutory Limits on Local Government Debt,CNY 100mn,X7735854,Tianjin People's Government,2016,0,120000
Tianjin,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065490,Tianjin Municipal Bureau of Statistics,2007,0,120000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2007,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2008,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2009,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2006,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2015,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2016,74.2,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2017,74.2,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2018,93.2,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2019,120.2,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2020,121.57,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2021,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2022,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2010,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2011,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2012,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2013,0,540000
Tibet,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094804,Ministry of Finance,2014,0,540000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2014,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2017,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2018,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2012,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2008,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2013,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2019,5274937,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2016,788.9,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2011,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2010,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2012,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2020,5761860,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2020,2126.62,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2021,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2006,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2007,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2007,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2011,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2010,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2018,6143013,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2013,4263200,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2015,708.9,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2022,5289000,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2022,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2006,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2014,4261321,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2019,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2017,4409076,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2008,0,650000
Xinjiang,China,Region Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543404,Ministry of Finance,2009,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2021,6061200,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2009,0,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2015,2460600,650000
Xinjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065717,Xinjiang Provincial Bureau of Statistics,2016,3342160,650000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2008,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2010,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2007,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2012,7842705,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2009,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2011,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2006,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2019,15906455,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2013,9363966,530000
